fever,diarrhea,stomach pain,skin rash,cough,sniffles,short breath,headache,size,label
37.3,0,1,1,5,5,0,4,35.0,"['Respiratory', 'Cold', '']"
39.6,1,4,2,3,5,0,9,35.4,"['Respiratory', 'Cold', '']"
38.9,1,9,2,1,2,0,4,38.4,"['Gastrointestinal', 'Norovirus', '']"
39.2,1,1,1,5,3,1,4,36.7,"['Respiratory', 'Covid', '']"
37.6,0,2,1,3,4,0,6,33.8,"['Respiratory', 'Cold', '']"
38.9,0,1,1,4,5,0,6,32.7,"['Respiratory', 'Cold', '']"
40.2,0,2,1,2,3,1,7,33.6,"['Respiratory', 'Flu', '']"
41.9,0,2,1,3,2,1,7,41.3,"['Respiratory', 'Flu', '']"
37.3,0,1,5,2,3,0,3,26.9,"['Allergy', 'External', 'Pollen Allergy']"
41.0,0,2,3,3,2,0,6,39.2,"['Respiratory', 'Flu', '']"
37.7,0,3,2,4,3,0,3,39.5,"['Respiratory', 'Cold', '']"
36.3,0,7,4,1,2,0,4,36.7,"['Allergy', 'Food Allergy', 'Fish Allergy']"
38.8,1,8,4,3,3,0,7,32.3,"['Gastrointestinal', 'Food Poisoning', '']"
38.5,0,8,3,3,1,0,5,35.8,"['Gastrointestinal', 'Norovirus', '']"
36.3,1,4,1,1,1,0,1,41.5,"['Gastrointestinal', 'Food Poisoning', '']"
37.6,0,5,1,1,1,0,3,38.7,"['Gastrointestinal', 'Norovirus', '']"
39.8,0,1,4,1,1,1,1,28.5,"['Allergy', 'External', 'Bee Allergy']"
37.1,1,5,1,2,1,0,3,34.7,"['Gastrointestinal', 'Norovirus', '']"
39.7,0,1,1,4,5,0,6,30.3,"['Respiratory', 'Cold', '']"
35.3,0,1,1,4,2,0,1,29.6,"['Respiratory', 'Cold', '']"
36.5,0,1,1,3,1,0,2,31.6,"['Respiratory', 'Flu', '']"
38.8,1,7,1,2,3,0,2,40.0,"['Gastrointestinal', 'Norovirus', '']"
37.7,0,3,1,5,2,0,3,35.4,"['Respiratory', 'Covid', '']"
36.8,0,8,3,1,3,0,2,28.3,"['Allergy', 'Food Allergy', 'Milk Allergy']"
38.3,1,8,2,5,2,0,4,37.4,"['Gastrointestinal', 'Food Poisoning', '']"
39.6,1,10,1,1,1,0,8,31.0,"['Gastrointestinal', 'Norovirus', '']"
38.5,0,2,1,5,3,1,3,28.0,"['Respiratory', 'Covid', '']"
39.8,1,9,1,1,2,0,7,35.2,"['Gastrointestinal', 'Norovirus', '']"
38.3,1,7,2,4,1,0,5,34.1,"['Gastrointestinal', 'Norovirus', '']"
37.6,0,1,1,4,3,0,2,38.7,"['Respiratory', 'Cold', '']"
37.5,0,3,3,1,3,0,1,31.5,"['Allergy', 'External', 'Bee Allergy']"
36.0,1,7,2,1,1,0,3,35.9,"['Gastrointestinal', 'Norovirus', '']"
38.7,0,1,1,4,3,0,7,33.1,"['Respiratory', 'Cold', '']"
36.5,0,2,3,1,2,1,4,32.9,"['Allergy', 'External', 'Bee Allergy']"
38.0,0,6,1,1,1,0,2,34.7,"['Gastrointestinal', 'Food Poisoning', '']"
35.9,0,3,2,1,1,0,1,36.4,"['Allergy', 'Food Allergy', 'Milk Allergy']"
37.0,0,1,1,3,1,0,2,35.3,"['Respiratory', 'Cold', '']"
35.9,0,2,2,3,2,0,1,31.6,"['Respiratory', 'Covid', '']"
40.0,0,1,1,4,5,0,7,34.8,"['Respiratory', 'Cold', '']"
38.1,0,1,2,2,2,0,4,37.0,"['Allergy', 'External', 'Pollen Allergy']"
40.0,1,2,1,5,4,0,4,36.1,"['Respiratory', 'Covid', '']"
38.5,0,3,3,3,5,0,7,36.8,"['Respiratory', 'Cold', '']"
38.3,1,2,5,1,1,1,7,45.0,"['Allergy', 'External', 'Plastic Allergy']"
37.5,0,2,1,1,4,0,3,36.2,"['Respiratory', 'Cold', '']"
38.3,0,1,4,2,1,1,4,45.0,"['Allergy', 'External', 'Bee Allergy']"
41.2,0,3,1,3,3,0,4,38.8,"['Respiratory', 'Flu', '']"
37.7,1,1,1,4,3,1,3,38.6,"['Respiratory', 'Covid', '']"
37.7,0,2,3,1,5,0,4,33.9,"['Allergy', 'External', 'Pollen Allergy']"
37.8,1,8,5,2,2,1,8,35.7,"['Allergy', 'Food Allergy', 'Fish Allergy']"
39.3,1,6,1,3,2,0,5,33.8,"['Gastrointestinal', 'Norovirus', '']"
38.5,0,2,4,2,3,0,2,37.9,"['Allergy', 'External', 'Pollen Allergy']"
39.2,1,6,2,1,1,0,6,37.1,"['Gastrointestinal', 'Norovirus', '']"
41.9,0,1,1,2,5,0,6,34.9,"['Respiratory', 'Cold', '']"
38.2,0,2,1,4,2,0,6,30.6,"['Respiratory', 'Flu', '']"
41.1,0,1,1,4,3,1,6,40.9,"['Respiratory', 'Covid', '']"
37.8,0,1,1,3,2,0,2,38.5,"['Respiratory', 'Cold', '']"
37.9,1,3,5,1,2,0,2,29.8,"['Allergy', 'External', 'Plastic Allergy']"
36.8,1,5,1,2,1,0,3,30.9,"['Gastrointestinal', 'Norovirus', '']"
35.9,1,6,1,2,1,0,4,35.4,"['Gastrointestinal', 'Norovirus', '']"
35.4,1,7,5,2,2,0,5,36.5,"['Allergy', 'Food Allergy', 'Milk Allergy']"
38.2,0,2,2,3,4,0,5,42.2,"['Respiratory', 'Cold', '']"
40.2,1,10,1,1,2,0,6,29.5,"['Gastrointestinal', 'Norovirus', '']"
39.0,1,8,1,1,1,0,7,35.5,"['Gastrointestinal', 'Norovirus', '']"
38.3,1,8,4,1,3,1,5,32.9,"['Gastrointestinal', 'Food Poisoning', '']"
41.3,0,2,1,5,5,0,8,29.2,"['Respiratory', 'Cold', '']"
35.8,0,2,1,1,4,1,3,32.3,"['Allergy', 'External', 'Pollen Allergy']"
38.7,0,1,1,2,3,1,6,36.5,"['Respiratory', 'Flu', '']"
35.9,1,1,1,3,2,0,2,35.1,"['Respiratory', 'Cold', '']"
38.3,0,2,1,5,2,0,5,36.6,"['Respiratory', 'Cold', '']"
40.0,0,1,1,5,3,0,5,29.7,"['Respiratory', 'Cold', '']"
34.6,0,3,1,4,2,0,2,30.1,"['Respiratory', 'Cold', '']"
38.9,1,3,1,5,2,0,6,31.8,"['Respiratory', 'Covid', '']"
36.6,0,1,1,2,2,0,3,41.7,"['Respiratory', 'Flu', '']"
37.9,1,1,2,3,2,0,4,40.0,"['Respiratory', 'Covid', '']"
39.5,0,1,2,3,2,0,7,30.3,"['Respiratory', 'Flu', '']"
37.5,0,1,2,1,3,1,2,31.5,"['Allergy', 'External', 'Pollen Allergy']"
37.3,0,2,2,3,2,0,2,33.9,"['Respiratory', 'Cold', '']"
39.3,0,1,1,4,4,0,4,32.7,"['Respiratory', 'Cold', '']"
38.0,0,1,1,3,1,0,1,30.5,"['Respiratory', 'Cold', '']"
38.7,0,3,5,2,4,0,5,31.5,"['Allergy', 'External', 'Pollen Allergy']"
39.6,0,1,1,3,5,0,4,30.8,"['Respiratory', 'Cold', '']"
39.4,0,7,1,1,2,0,5,34.2,"['Gastrointestinal', 'Norovirus', '']"
36.6,1,1,2,2,2,0,3,34.2,"['Respiratory', 'Covid', '']"
36.5,0,2,2,1,2,0,1,45.0,"['Allergy', 'Food Allergy', 'Milk Allergy']"
35.7,0,1,3,4,1,0,2,33.9,"['Respiratory', 'Cold', '']"
40.8,0,1,1,3,2,0,6,36.7,"['Respiratory', 'Flu', '']"
39.5,1,2,1,3,4,0,6,36.3,"['Respiratory', 'Flu', '']"
39.7,0,2,1,2,2,0,6,33.1,"['Respiratory', 'Flu', '']"
37.3,0,6,3,1,1,0,2,34.6,"['Allergy', 'Food Allergy', 'Fish Allergy']"
37.0,0,7,4,1,1,0,4,32.8,"['Allergy', 'Food Allergy', 'Fish Allergy']"
41.2,0,2,1,3,3,0,6,34.7,"['Respiratory', 'Cold', '']"
37.9,0,1,2,4,4,0,5,25.5,"['Respiratory', 'Covid', '']"
35.9,0,1,1,2,3,0,2,37.2,"['Respiratory', 'Covid', '']"
39.3,0,3,5,1,2,1,1,33.8,"['Allergy', 'External', 'Bee Allergy']"
36.5,0,1,1,2,1,0,4,35.0,"['Respiratory', 'Flu', '']"
38.9,0,2,4,1,3,1,2,42.0,"['Allergy', 'External', 'Bee Allergy']"
35.7,1,7,3,1,3,0,7,33.9,"['Allergy', 'Food Allergy', 'Fish Allergy']"
38.8,0,2,2,4,5,0,9,35.6,"['Respiratory', 'Covid', '']"
37.5,0,3,1,4,4,0,5,41.1,"['Respiratory', 'Cold', '']"
40.4,0,2,5,4,2,1,3,38.4,"['Allergy', 'External', 'Bee Allergy']"
37.1,0,2,3,1,2,1,1,32.7,"['Allergy', 'External', 'Bee Allergy']"
39.6,0,1,1,5,3,1,2,29.6,"['Respiratory', 'Covid', '']"
40.0,0,2,4,1,1,1,2,38.3,"['Allergy', 'External', 'Bee Allergy']"
36.3,1,10,4,1,2,0,3,38.9,"['Allergy', 'Food Allergy', 'Milk Allergy']"
37.3,0,1,2,4,3,0,3,39.7,"['Respiratory', 'Covid', '']"
37.1,1,8,5,3,1,1,6,41.0,"['Allergy', 'Food Allergy', 'Fish Allergy']"
36.1,1,7,1,2,1,0,3,38.3,"['Gastrointestinal', 'Norovirus', '']"
41.4,0,1,1,2,4,0,6,41.6,"['Respiratory', 'Flu', '']"
38.6,0,1,2,5,5,1,3,28.6,"['Allergy', 'External', 'Pollen Allergy']"
39.5,1,8,2,1,2,0,5,34.9,"['Gastrointestinal', 'Food Poisoning', '']"
35.1,0,1,4,3,2,0,2,37.1,"['Respiratory', 'Cold', '']"
38.9,1,3,1,5,2,0,5,31.0,"['Respiratory', 'Covid', '']"
40.4,1,7,1,1,1,0,5,42.5,"['Gastrointestinal', 'Norovirus', '']"
37.2,0,1,2,3,2,0,4,40.1,"['Respiratory', 'Cold', '']"
38.7,0,2,1,5,5,0,7,33.9,"['Respiratory', 'Cold', '']"
37.0,0,9,4,1,3,0,2,36.5,"['Allergy', 'Food Allergy', 'Milk Allergy']"
40.9,0,1,1,3,2,1,6,26.2,"['Respiratory', 'Flu', '']"
39.0,0,1,1,3,5,0,6,37.3,"['Respiratory', 'Cold', '']"
36.3,0,2,1,2,1,0,2,40.4,"['Respiratory', 'Cold', '']"
35.6,0,1,1,4,3,0,3,33.6,"['Respiratory', 'Cold', '']"
38.9,1,7,1,1,2,0,3,39.3,"['Gastrointestinal', 'Norovirus', '']"
42.6,1,1,1,3,4,0,7,38.2,"['Respiratory', 'Flu', '']"
35.8,1,8,3,3,2,0,4,38.4,"['Allergy', 'Food Allergy', 'Fish Allergy']"
35.9,1,5,1,1,2,0,1,30.7,"['Gastrointestinal', 'Food Poisoning', '']"
38.8,0,1,5,1,1,0,1,32.8,"['Allergy', 'External', 'Bee Allergy']"
38.3,0,1,3,1,3,0,3,44.4,"['Allergy', 'External', 'Pollen Allergy']"
36.9,0,1,5,1,3,1,2,32.5,"['Allergy', 'External', 'Bee Allergy']"
38.7,0,1,2,5,5,0,5,37.0,"['Respiratory', 'Cold', '']"
40.7,1,9,1,2,2,0,8,34.5,"['Gastrointestinal', 'Norovirus', '']"
37.1,1,1,1,4,3,1,4,31.2,"['Respiratory', 'Covid', '']"
37.0,0,3,1,3,4,0,4,33.9,"['Respiratory', 'Cold', '']"
37.9,0,2,1,3,2,0,5,37.4,"['Respiratory', 'Covid', '']"
39.0,0,1,1,3,2,0,3,36.0,"['Respiratory', 'Covid', '']"
39.6,0,8,1,2,1,0,5,28.2,"['Gastrointestinal', 'Norovirus', '']"
38.8,1,7,1,3,2,0,6,32.8,"['Gastrointestinal', 'Norovirus', '']"
39.3,0,2,5,1,1,0,2,31.2,"['Allergy', 'External', 'Plastic Allergy']"
40.2,0,2,1,5,4,0,7,42.5,"['Respiratory', 'Cold', '']"
36.4,1,7,3,2,2,1,6,34.8,"['Allergy', 'Food Allergy', 'Fish Allergy']"
39.5,0,3,1,2,5,0,4,39.6,"['Respiratory', 'Cold', '']"
38.4,0,3,1,4,2,0,4,34.0,"['Respiratory', 'Cold', '']"
37.6,1,9,1,1,3,0,5,37.2,"['Gastrointestinal', 'Norovirus', '']"
36.5,0,1,1,2,3,0,3,32.5,"['Respiratory', 'Cold', '']"
39.6,0,1,1,1,2,0,5,34.9,"['Respiratory', 'Flu', '']"
39.3,0,3,2,2,5,0,6,35.3,"['Respiratory', 'Cold', '']"
37.0,0,1,3,5,4,0,5,32.8,"['Allergy', 'External', 'Pollen Allergy']"
36.6,1,5,4,1,1,0,1,44.0,"['Allergy', 'Food Allergy', 'Fish Allergy']"
38.6,0,2,5,2,1,1,1,28.1,"['Allergy', 'External', 'Bee Allergy']"
35.1,0,2,2,2,5,0,1,33.8,"['Respiratory', 'Cold', '']"
38.8,0,3,1,2,2,0,6,36.6,"['Respiratory', 'Flu', '']"
36.1,1,1,3,3,2,0,4,37.0,"['Allergy', 'External', 'Pollen Allergy']"
40.4,0,1,1,5,5,0,5,35.5,"['Respiratory', 'Cold', '']"
35.7,1,7,4,3,2,0,1,31.2,"['Allergy', 'Food Allergy', 'Milk Allergy']"
37.0,0,1,1,4,3,0,2,39.3,"['Respiratory', 'Cold', '']"
39.7,1,8,4,2,1,0,4,32.2,"['Gastrointestinal', 'Food Poisoning', '']"
36.8,0,4,2,1,1,0,1,33.5,"['Allergy', 'Food Allergy', 'Milk Allergy']"
36.9,0,1,1,5,4,0,1,39.2,"['Respiratory', 'Cold', '']"
43.0,0,2,2,2,2,0,8,34.5,"['Respiratory', 'Flu', '']"
38.5,0,2,1,4,2,0,5,37.5,"['Respiratory', 'Covid', '']"
37.0,0,1,4,1,2,1,3,37.9,"['Allergy', 'External', 'Bee Allergy']"
37.4,0,2,1,4,4,0,2,38.8,"['Respiratory', 'Cold', '']"
39.0,0,1,1,3,1,0,5,35.7,"['Respiratory', 'Flu', '']"
39.5,0,3,1,2,5,0,4,25.0,"['Allergy', 'External', 'Pollen Allergy']"
37.8,1,4,1,3,4,0,5,44.2,"['Respiratory', 'Cold', '']"
40.6,0,1,1,2,2,0,5,39.8,"['Respiratory', 'Flu', '']"
38.9,0,1,3,1,2,0,1,30.8,"['Allergy', 'External', 'Plastic Allergy']"
36.7,1,5,3,2,1,0,2,37.4,"['Gastrointestinal', 'Food Poisoning', '']"
35.9,0,8,5,3,2,0,3,41.8,"['Allergy', 'Food Allergy', 'Milk Allergy']"
41.5,1,1,1,5,4,1,6,28.9,"['Respiratory', 'Covid', '']"
39.6,0,1,2,3,5,0,5,35.4,"['Respiratory', 'Cold', '']"
37.6,0,6,2,1,2,0,4,38.3,"['Gastrointestinal', 'Food Poisoning', '']"
38.6,0,1,4,3,1,1,3,40.3,"['Allergy', 'External', 'Bee Allergy']"
36.6,1,4,2,2,1,0,2,34.0,"['Allergy', 'Food Allergy', 'Milk Allergy']"
35.5,0,5,3,1,3,0,1,34.5,"['Allergy', 'Food Allergy', 'Milk Allergy']"
37.8,0,1,1,1,1,0,4,40.2,"['Respiratory', 'Flu', '']"
38.6,0,1,1,1,2,0,2,30.0,"['Respiratory', 'Flu', '']"
37.2,0,2,2,1,5,0,4,25.0,"['Allergy', 'External', 'Pollen Allergy']"
38.0,0,1,5,3,1,1,1,31.4,"['Allergy', 'External', 'Bee Allergy']"
39.9,0,2,1,2,5,0,6,38.4,"['Respiratory', 'Flu', '']"
36.5,0,2,3,3,1,0,2,33.6,"['Allergy', 'External', 'Pollen Allergy']"
37.7,0,2,5,1,1,1,2,33.8,"['Allergy', 'External', 'Bee Allergy']"
37.3,0,3,3,1,4,0,4,32.7,"['Allergy', 'External', 'Pollen Allergy']"
37.5,0,3,1,4,4,0,1,34.1,"['Respiratory', 'Cold', '']"
39.2,0,2,1,4,5,0,6,35.8,"['Respiratory', 'Cold', '']"
35.2,1,6,3,1,1,1,3,27.5,"['Gastrointestinal', 'Food Poisoning', '']"
39.7,1,8,3,2,1,1,5,37.8,"['Gastrointestinal', 'Food Poisoning', '']"
36.4,0,2,1,4,1,0,3,35.5,"['Respiratory', 'Covid', '']"
35.9,1,4,3,1,1,0,1,43.3,"['Allergy', 'Food Allergy', 'Milk Allergy']"
37.4,0,2,5,1,1,1,1,33.8,"['Allergy', 'External', 'Bee Allergy']"
36.9,0,1,1,3,4,0,2,33.5,"['Respiratory', 'Cold', '']"
37.7,0,1,4,1,1,0,2,40.1,"['Allergy', 'External', 'Plastic Allergy']"
38.0,0,1,1,3,4,0,4,40.3,"['Respiratory', 'Cold', '']"
38.4,0,1,4,1,1,1,1,40.6,"['Allergy', 'External', 'Bee Allergy']"
37.6,0,1,1,1,3,0,5,35.7,"['Respiratory', 'Flu', '']"
38.5,1,7,2,3,2,0,3,30.2,"['Gastrointestinal', 'Norovirus', '']"
38.1,0,1,1,4,3,0,4,25.0,"['Respiratory', 'Cold', '']"
36.1,0,1,1,3,4,0,2,32.5,"['Respiratory', 'Cold', '']"
38.0,1,7,1,1,2,0,6,34.0,"['Gastrointestinal', 'Norovirus', '']"
39.0,1,3,4,1,1,0,3,36.6,"['Allergy', 'External', 'Plastic Allergy']"
38.0,0,2,1,4,2,0,3,43.8,"['Respiratory', 'Covid', '']"
36.0,0,1,1,2,1,0,4,25.0,"['Respiratory', 'Flu', '']"
39.1,0,1,2,4,3,0,3,31.8,"['Respiratory', 'Cold', '']"
40.4,0,1,3,2,4,0,5,35.0,"['Respiratory', 'Cold', '']"
37.5,0,1,1,4,2,0,1,27.8,"['Respiratory', 'Cold', '']"
39.4,0,3,1,5,5,1,6,29.8,"['Respiratory', 'Covid', '']"
39.3,1,3,2,5,2,1,4,38.8,"['Respiratory', 'Covid', '']"
35.4,0,3,1,3,2,0,4,38.4,"['Respiratory', 'Cold', '']"
38.7,0,3,4,1,1,1,2,39.8,"['Allergy', 'External', 'Bee Allergy']"
36.3,1,7,4,1,1,1,2,36.4,"['Allergy', 'Food Allergy', 'Milk Allergy']"
37.7,0,2,1,3,3,0,5,38.4,"['Respiratory', 'Cold', '']"
38.6,0,3,4,2,1,1,4,33.6,"['Allergy', 'External', 'Bee Allergy']"
37.2,1,1,2,2,3,1,1,43.3,"['Respiratory', 'Covid', '']"
38.4,0,2,1,5,3,1,5,27.7,"['Respiratory', 'Covid', '']"
36.7,0,6,3,1,1,0,2,37.8,"['Allergy', 'Food Allergy', 'Fish Allergy']"
41.3,0,3,1,4,4,0,5,33.9,"['Respiratory', 'Cold', '']"
37.5,0,5,3,1,1,0,2,37.9,"['Gastrointestinal', 'Norovirus', '']"
39.2,0,2,1,3,2,0,4,36.1,"['Respiratory', 'Flu', '']"
41.9,0,2,1,5,2,1,8,37.2,"['Respiratory', 'Covid', '']"
37.1,0,1,1,1,2,0,1,30.6,"['Allergy', 'Food Allergy', 'Milk Allergy']"
35.1,0,2,1,3,1,0,1,42.7,"['Respiratory', 'Cold', '']"
35.9,0,1,1,2,3,0,3,38.7,"['Respiratory', 'Cold', '']"
37.4,0,1,5,1,5,0,4,37.5,"['Allergy', 'External', 'Pollen Allergy']"
36.5,1,5,1,2,1,0,2,32.8,"['Gastrointestinal', 'Food Poisoning', '']"
35.6,0,2,4,2,1,0,1,40.2,"['Allergy', 'External', 'Bee Allergy']"
39.8,0,3,5,2,1,0,4,33.7,"['Allergy', 'External', 'Plastic Allergy']"
36.1,1,9,3,2,2,0,3,33.3,"['Allergy', 'Food Allergy', 'Milk Allergy']"
38.7,0,2,2,2,1,0,3,31.6,"['Allergy', 'External', 'Plastic Allergy']"
40.6,0,1,1,1,3,0,7,37.1,"['Respiratory', 'Flu', '']"
36.0,1,5,4,1,1,0,2,33.2,"['Allergy', 'Food Allergy', 'Fish Allergy']"
36.9,0,1,1,1,1,0,2,35.3,"['Respiratory', 'Flu', '']"
38.5,0,2,1,3,3,0,5,38.1,"['Respiratory', 'Cold', '']"
40.2,0,3,2,3,5,0,7,33.5,"['Respiratory', 'Cold', '']"
40.3,0,4,2,2,4,0,3,39.1,"['Respiratory', 'Cold', '']"
40.9,0,1,2,3,5,0,7,34.3,"['Respiratory', 'Cold', '']"
38.1,1,3,1,2,4,1,5,28.8,"['Respiratory', 'Flu', '']"
39.6,0,2,3,3,4,0,3,28.8,"['Allergy', 'External', 'Pollen Allergy']"
38.0,1,1,1,5,4,0,7,33.8,"['Respiratory', 'Covid', '']"
37.0,1,4,1,2,1,0,3,35.9,"['Gastrointestinal', 'Food Poisoning', '']"
38.0,0,2,1,2,2,0,5,25.0,"['Respiratory', 'Cold', '']"
38.0,0,2,5,1,1,0,2,45.0,"['Allergy', 'External', 'Plastic Allergy']"
36.4,0,4,2,3,3,1,5,35.4,"['Respiratory', 'Covid', '']"
39.2,0,1,1,2,1,1,3,44.0,"['Respiratory', 'Covid', '']"
37.5,0,1,4,3,1,0,6,34.4,"['Allergy', 'External', 'Pollen Allergy']"
40.8,0,1,1,5,5,0,7,42.1,"['Respiratory', 'Cold', '']"
38.5,0,2,5,1,1,1,2,25.8,"['Allergy', 'External', 'Bee Allergy']"
37.6,1,8,3,4,1,0,5,30.9,"['Gastrointestinal', 'Food Poisoning', '']"
38.4,1,3,4,4,5,0,4,42.3,"['Allergy', 'External', 'Pollen Allergy']"
39.9,0,1,2,4,3,0,6,36.2,"['Respiratory', 'Cold', '']"
36.7,1,2,2,2,3,0,4,35.6,"['Respiratory', 'Covid', '']"
39.5,1,1,5,3,1,1,3,32.3,"['Allergy', 'External', 'Bee Allergy']"
38.6,1,5,4,1,1,0,1,31.8,"['Allergy', 'Food Allergy', 'Milk Allergy']"
35.2,0,6,3,4,2,0,4,36.7,"['Allergy', 'Food Allergy', 'Milk Allergy']"
37.0,0,6,5,2,2,0,7,35.8,"['Allergy', 'Food Allergy', 'Fish Allergy']"
39.6,1,8,2,2,1,0,6,44.6,"['Gastrointestinal', 'Norovirus', '']"
40.9,0,3,2,3,3,0,6,39.9,"['Respiratory', 'Covid', '']"
35.7,1,5,3,1,1,0,6,25.0,"['Allergy', 'Food Allergy', 'Fish Allergy']"
37.4,0,3,5,1,1,0,6,33.7,"['Allergy', 'External', 'Plastic Allergy']"
40.0,1,10,1,2,1,0,7,31.4,"['Gastrointestinal', 'Norovirus', '']"
35.0,0,1,3,4,2,0,3,45.0,"['Respiratory', 'Cold', '']"
37.9,0,1,5,1,2,0,1,30.1,"['Allergy', 'External', 'Bee Allergy']"
37.4,0,1,1,4,3,0,1,29.5,"['Respiratory', 'Cold', '']"
35.7,1,4,3,1,1,0,3,41.9,"['Gastrointestinal', 'Food Poisoning', '']"
38.2,1,4,2,5,3,1,7,32.5,"['Respiratory', 'Covid', '']"
35.9,0,2,3,3,1,0,1,38.8,"['Respiratory', 'Cold', '']"
40.2,0,2,5,3,4,0,4,35.9,"['Allergy', 'External', 'Pollen Allergy']"
37.7,0,1,1,4,3,0,4,28.7,"['Respiratory', 'Cold', '']"
36.9,0,1,1,3,4,0,3,33.2,"['Respiratory', 'Covid', '']"
38.1,0,1,2,3,2,0,1,36.0,"['Respiratory', 'Cold', '']"
37.8,0,1,1,2,4,0,4,45.0,"['Respiratory', 'Covid', '']"
39.1,0,3,3,3,5,0,3,39.9,"['Allergy', 'External', 'Pollen Allergy']"
37.6,0,2,2,4,5,0,3,38.1,"['Allergy', 'External', 'Pollen Allergy']"
37.3,0,3,5,2,3,0,2,29.2,"['Allergy', 'External', 'Bee Allergy']"
35.8,0,4,3,1,1,0,3,33.7,"['Gastrointestinal', 'Food Poisoning', '']"
40.1,1,3,1,3,4,0,6,28.9,"['Respiratory', 'Cold', '']"
36.6,0,2,1,3,3,0,1,36.7,"['Allergy', 'External', 'Pollen Allergy']"
41.2,0,1,1,1,3,0,7,31.8,"['Respiratory', 'Flu', '']"
39.3,0,1,2,3,4,0,2,33.6,"['Respiratory', 'Covid', '']"
38.2,0,1,3,3,3,0,4,35.4,"['Respiratory', 'Cold', '']"
38.8,0,4,4,3,2,0,4,34.9,"['Allergy', 'External', 'Plastic Allergy']"
36.8,0,1,1,3,4,0,2,31.2,"['Respiratory', 'Cold', '']"
38.9,0,1,2,5,5,0,5,28.9,"['Respiratory', 'Cold', '']"
37.5,0,3,1,5,1,1,4,38.7,"['Respiratory', 'Covid', '']"
38.6,0,1,2,5,3,0,3,41.4,"['Respiratory', 'Cold', '']"
39.3,0,7,2,1,1,0,3,37.8,"['Gastrointestinal', 'Norovirus', '']"
37.6,0,2,1,3,2,0,2,31.8,"['Respiratory', 'Cold', '']"
36.3,1,6,1,1,1,0,2,32.5,"['Gastrointestinal', 'Food Poisoning', '']"
39.8,0,1,1,5,4,0,7,33.2,"['Respiratory', 'Cold', '']"
39.0,1,8,3,1,1,0,6,41.9,"['Gastrointestinal', 'Norovirus', '']"
36.6,0,1,1,5,4,0,5,37.8,"['Respiratory', 'Cold', '']"
39.3,1,1,1,4,3,1,3,25.0,"['Respiratory', 'Covid', '']"
38.1,1,2,1,4,4,0,6,38.5,"['Respiratory', 'Cold', '']"
36.5,0,2,4,2,1,1,3,25.0,"['Allergy', 'External', 'Bee Allergy']"
36.7,0,2,1,3,3,0,3,26.5,"['Respiratory', 'Cold', '']"
37.2,0,1,2,4,4,0,7,42.3,"['Respiratory', 'Cold', '']"
37.6,1,8,1,3,1,0,4,36.3,"['Gastrointestinal', 'Norovirus', '']"
38.5,0,1,5,3,2,1,1,33.6,"['Allergy', 'External', 'Bee Allergy']"
40.3,0,1,1,5,4,0,4,34.3,"['Respiratory', 'Cold', '']"
38.6,0,3,2,4,4,0,6,33.6,"['Respiratory', 'Cold', '']"
40.1,1,3,5,2,2,0,4,45.0,"['Allergy', 'External', 'Plastic Allergy']"
37.5,0,4,1,1,4,0,4,35.6,"['Respiratory', 'Cold', '']"
37.7,0,8,4,3,1,0,2,35.3,"['Allergy', 'Food Allergy', 'Milk Allergy']"
38.0,0,1,1,2,4,0,2,32.7,"['Allergy', 'External', 'Pollen Allergy']"
37.7,1,7,1,1,1,0,2,41.0,"['Gastrointestinal', 'Norovirus', '']"
36.5,0,1,1,5,2,0,4,32.9,"['Respiratory', 'Covid', '']"
37.7,1,8,4,1,1,0,7,42.5,"['Allergy', 'Food Allergy', 'Fish Allergy']"
37.1,0,8,4,2,1,0,2,37.3,"['Allergy', 'Food Allergy', 'Milk Allergy']"
35.3,0,1,2,5,2,0,1,32.1,"['Respiratory', 'Cold', '']"
39.2,0,2,1,5,5,0,5,39.5,"['Respiratory', 'Cold', '']"
38.4,1,6,1,1,1,0,3,39.1,"['Gastrointestinal', 'Norovirus', '']"
36.9,0,1,2,5,1,0,2,25.0,"['Respiratory', 'Covid', '']"
41.9,0,1,2,4,5,1,8,39.0,"['Respiratory', 'Flu', '']"
39.3,0,1,1,4,3,0,3,45.0,"['Respiratory', 'Cold', '']"
40.3,0,4,1,4,3,1,5,29.5,"['Respiratory', 'Covid', '']"
38.0,1,8,1,2,1,0,4,31.9,"['Gastrointestinal', 'Norovirus', '']"
40.1,0,3,1,2,4,1,5,28.0,"['Respiratory', 'Flu', '']"
38.4,1,1,1,3,1,0,3,36.9,"['Respiratory', 'Covid', '']"
37.8,0,2,2,4,2,0,4,39.6,"['Respiratory', 'Cold', '']"
37.5,1,6,4,3,1,0,2,38.7,"['Allergy', 'Food Allergy', 'Milk Allergy']"
36.6,1,6,2,2,3,0,4,36.4,"['Gastrointestinal', 'Food Poisoning', '']"
39.3,0,1,2,2,3,0,6,40.4,"['Allergy', 'External', 'Pollen Allergy']"
37.4,1,7,4,2,2,0,3,33.9,"['Allergy', 'Food Allergy', 'Milk Allergy']"
37.2,0,1,5,1,2,1,1,31.9,"['Allergy', 'External', 'Bee Allergy']"
38.2,0,1,2,5,5,0,4,37.9,"['Respiratory', 'Cold', '']"
39.0,0,1,5,3,3,0,2,35.3,"['Allergy', 'External', 'Pollen Allergy']"
